,url,type
8052,tpmdc.talkingpointsmemo.com/2011/04/scott-brown-praises-paul-ryan-says-everything-is-on-the-table-for-medicare.php,benign
8053,espn.go.com/college-football/team/_/id/2641/texas-tech-red-raiders,benign
8054,theunofficialmartinguitarforum.yuku.com/,benign
8055,http://www.artzone-chronicles.fr/index.php?option=com_content&view=article&id=128:night-school-de-cj-daugherty&catid=40:litterature&Itemid=12,defacement
8056,corporationwiki.com/Florida/Palm-City/paul-f-boucher-P6800533.aspx,benign
8057,http://www.applausemovie.com/ask-cast/109,defacement
8058,owona.net,phishing
8059,http://onlineigri.net/all-games/fighting-games,defacement
8060,deadspin.com/5690560/,benign
8061,mylife.com/c-147134638,benign
8062,scorespro.com/,benign
8063,encyclopedia.com/topic/Lester_Willis_Young.aspx,benign
8064,mccord-museum.qc.ca/scripts/tours_circuits.php?Lang=1&public,benign
8065,http://hdfcbank.com/personal/making-payments/fund-transfer/emonies-national-electronic-funds-transfer,benign
8066,zoocasa.com/en/areas/19665-Montreal-Quebec?listings_page=2,benign
8067,pontiac.mi.us/departments/hdc_home.html,benign
8068,glennbarclay.gq,phishing
8069,http://thenextweb.com/apps/2011/07/24/the-complete-list-of-top-instagram-apps/instaprint/gtm.js,benign
8070,uwo.ca/english/canadianpoetry/cpjrn/vol13/burnett.htm,benign
8071,artnet.fr/artistes/Nathan-Oliveira/,benign
8072,en.wikipedia.org/wiki/Anna_Leonowens,benign
8073,loudfamily.com/game.html,benign
8074,http://hotlinegsm.com/products/mobile-and-tablet/motorola-atrix-2-detail,malware
8075,mp3raid.com/music/krizz_kaliko_anxiety.html,benign
8076,armed-guard.com/ag25p.html,benign
8077,amazon.com/Building-Book-Cathedral-David-Macaulay/dp/0395921473,benign
8078,www.impm.upel.edu.ve/Imagenes/impm.bin,malware
8079,marketwatch.com/investing/stock/DST/news,benign
8080,actorsandfilm.gather.com/,benign
8081,mbwillhistory.com/page_90.html,benign
8082,larosashop.bid,phishing
8083,giantmonsters.blogspot.com/2005/12/deep-sea-monster-reigo.html,benign
8084,rootsweb.ancestry.com/~ohross/Schools/arrow_1969.htm,benign
8085,cfmps-impts-aj.com,phishing
8086,videosurf.com/mario-larocque-170888,benign
8087,http://www.develi.org.tr/index.php/resmler/item/193/asInline.html,defacement
8088,linkedin.com/pub/robert-curtiss/1a/996/b7,benign
8089,bookrags.com/biography/olwen-margaret-wymark-dlb/,benign
8090,thecanadianencyclopedia.com/index.cfm?PgNm=ArchivedFeatures&Params=A25,benign
8091,guardian.co.uk/film/2011/nov/02/terrence-malick-two-new-films,benign
8092,freebase.com/view/en/sue_downey,benign
8093,epodunk.com/cgi-bin/genInfo.php?locIndex=9767,benign
8094,yellowpages.com/rock-springs-wy/mip/cournoyer-gerard-md-750042,benign
8095,http://coratradecenter.ro/catalog-produse/category/10/hartie-si-articole-din-hartie,defacement
8096,http://lovettz.com/large-decorative-wall-clocks-for-sale/large-decorative-wall-clocks-black/,malware
8097,goapele.bandcamp.com/track/ease-your-mind-ft-pep-love,benign
8098,tcm.com/mediaroom/video/84492/Saratoga-Original-Trailer-.html,benign
8099,weirdlovemakers.com/under_4.html,benign
8100,http://cheezburger.com/8491583232/funny-sign-pic-kids-smoking?ref=leftarrow&siteId=1264,benign
8101,soundcloud.com/disney-music-group-emea/collision-of-worlds,benign
8102,ca.ratemyteachers.com/fernand-seguin-ecole/36504-s,benign
8103,http://thenextweb.com/media/2014/10/15/cable-required-hbo-will-launch-standalone-streaming-service-us-next-year/gtm.js,benign
8104,facebook.com/mchllkinney,benign
8105,en.wikipedia.org/wiki/H%C3%A9l%C3%A8ne_Laverdi%C3%A8re,benign
8106,http://nguyentandung.org/vi-sao-trung-quoc-huy-truyen-hinh-truc-tiep-duyet-binh-nga-vao-phut-chot.html,benign
8107,greengablesinnpg.com/,benign
8108,http://www.applausemovie.com/news/179-on-the-air-in-palm-springs,defacement
8109,linkedin.com/in/ryanmscott,benign
8110,americansinfrance.net/TravelPlanner/Vacation-Apartments-Latin-Quarter.cfm,benign
8111,thepiratebay.org/torrent/5261081/Patrick_Watson_discography,benign
8112,flixster.com/actor/tara-spencernairn,benign
8113,http://censor.net.ua/photo_news/335661/v_kieve_gorel_rynok_yunost_ogon_tushili_bolee_chasa_foto,benign
8114,wn.com/James_Springer_White,benign
8115,http://www.duplexindustrial.com.au/conveyor-belt-cleaner-system.html,defacement
8116,forum.verygames.net/showthread.php?42812-Problème-de-Gungame/page3,benign
8117,en.wikipedia.org/wiki/Fogarty,benign
8118,en.wikipedia.org/wiki/Holy_Rosary_Historic_District,benign
8119,webhome.idirect.com/~avdichuk/2003Canstruction.html,benign
8120,blogto.com/eat_drink/2011/06/the_top_5_dive_bars_on_queen_street/,benign
8121,ogilvy.com/,benign
8122,http://www.abertosp.com/index.php?option=com_content&view=article&id=219:premiacao&catid=61:2013&Itemid=105,defacement
8123,http://www.musimagen.com/index.php?option=com_content&view=article&id=7:cursos-talleres-y-seminarios&Itemid=66,defacement
8124,koimoi.com/bollywood-news/abhinay-deo-got-lucky-with-delhi-belly/,benign
8125,http://apoiojur.com.br/index.php?%2FSobre-Nos%2Fequipe.html,defacement
8126,girlports.com/lesbiantravel/destinations/montreal/bars_nightclubs,benign
8127,http://www.trafficcontrolmky.com.au/index.php?option=com_content&view=article&id=49&Itemid=56,defacement
8128,seattledance.org/english/,benign
8129,merchantcircle.com/business/Russell.Stover.Candies.352-748-6282,benign
8130,http://superuser.com/questions/105933/windows-7-license-move-from-32bit-to-64bit-with-oem-key-with-lenovo,benign
8131,worthpoint.com/worthopedia/los-angeles-rams-electric-football-76130999,benign
8132,http://www.reisszwigge.com/index.php?option=com_user&view=remind,defacement
8133,en.wikipedia.org/wiki/Television,benign
8134,usarootsreggaedubexpo.com/,benign
8135,soccerticketsonline.com/toronto-fc-2008-season-preview/,benign
8136,manta.com/c/mm4j5fg/national-bank-of-canada,benign
8137,linkedin.com/pub/pauline-perrignon/13/59/365,benign
8138,timesleader.com/news/hottopics/home_rule/Tim_McGinley_runs_for_county_council_03-29-2011.html,benign
8139,theratepayersdefensefund.com,phishing
8140,emiliosalazar.org,phishing
8141,brainyhistory.com/topics/g/grey.html,benign
8142,kcshmo.com/laugh_o_gram_studio.htm,benign
8143,suite101.com/article.cfm/canadas_military/71412,benign
8144,ssdssilaw.com/,benign
8145,content.usatoday.com/topics/topic/Natasha+Vital,benign
8146,rootsweb.ancestry.com/~arbradle/groupsheets/davidson.html,benign
8147,duncanblog.dailymail.co.uk/2011/06/canadian-grand-prix-jenson-buttons-brilliance-epitomises-golden-age-for-formula-one-.html,benign
8148,chrisnfrench.webspace.virginmedia.com/famtree_cm.htm,benign
8149,lugaluda.com/kanye-west-car-accident-kanye-west-died-rip-kanye-west/,benign
8150,manta.com/c/mmc851x/ktrb,benign
8151,expedia.com/Paris-Hotels-Hilton-Paris-Charles-De-Gaulle-Airport.h12101.Hotel-Information,benign
8152,roadbikereview.com/cat/2001-bikes-and-older/older-touring-bike/waterford-precision-cycles/2000-rse-11-rd-spt-extended-105/prd_23185_1612crx.aspx,benign
8153,locusbooks.wordpress.com/,benign
8154,http://www.symedin.com/plus/feedback.php?aid=38&ftype=bad,defacement
8155,theclassicporn.com/actor/Candy%20Samples.html,benign
8156,baseball-almanac.com/players/player.php?p=cannich01,benign
8157,celebritywonder.ugo.com/html/robertpatrick.html,benign
8158,tvguide.com/celebrities/james-whitmore-jr/208279,benign
8159,http://www.alldayrec.co.uk/index.php?option=com_content&view=article&id=9&Itemid=49,defacement
8160,http://www.e-bizafrica.co.za/index.php?option=com_user&view=reset,defacement
8161,nlbpa.com/smith__hilton.html,benign
8162,dcd.com/case_studies/0811/081140.html,benign
8163,http://www.be-werber.de/index.php?option=com_impressum&view=impressum&Itemid=73,defacement
8164,answers.yahoo.com/question/index?qid=20100215141122AAopWmS,benign
8165,http://torcache.net/torrent/995C2FB05C57F4E814BBEF1EAD00CF0A91E1AAF3.torrent?title=[kickass.to]the.last.survivors.2014.english.movies.hdrip.xvid.aac.new.source.with.sample.rdx,benign
8166,youtube.com/watch?v=TzFl6sWHmXI,benign
8167,grandviewcabins.net/500879.html,benign
8168,http://www.viverelagheula.net/wp-content/plugins/akismet/paypal.com.au/initthi.html?UsingSSL=&amp;bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pUserId=&amp;pa1=&amp;pa2=&amp;pag,phishing
8169,stylusmagazine.com/articles/the_rubber_room/reynols-hearse-akufen-and-dsp.htm,benign
8170,http://www.sciclubmarzocco.it/index.html?option=com_content&view=article&id=79:il-marzocco-che-non-ti-aspetti&catid=1:latest&Itemid=105&fontstyle=f-smaller,defacement
8171,http://www.sportscity.co.th/index.php/Pro-Shop/index.html,defacement
8172,playboy.com/girls/playmates/directory/1976month.html,benign
8173,themonthly.com/architexture11-06.html,benign
8174,cptdb.ca/wiki/index.php?title=Kansas_City_Area_Transportation_Authority,benign
8175,marriagesintexas.com/index_pages/1987-135.html,benign
8176,soundtrackcollector.com/title/60190/Triplettes+De+Belleville%2C+Les,benign
8177,bireyselsube-iade.com,phishing
8178,facebook.com/SteveLangRealEstate,benign
8179,http://kenh14.vn/2-tek/mau-thiet-ke-iwatch-ket-hop-hai-hoa-thoi-trang-va-cong-nghe-201427224056694.chn,benign
8180,http://paypal.com.cgi.bin.bb570c8713a0a5e9a5c1ed51ffa731e0.tardas.com.tr/update/secure/672bfcaa73dbfe28bff5bc77604084fa/4a1bd3b5bace2de18575661d0c3842c4/,phishing
8181,answers.yahoo.com/question/index?qid=20110804045234AApDssR,benign
8182,http://www.jardinerie-beloeil.be/plantes/m/report_pl_m.html,defacement
8183,music.yahoo.com/manuel-romero/,benign
8184,verificacion-seguridads.com,phishing
8185,georgesmithmusic.com/,benign
8186,barkerscottgelfandandjames.blogspot.com/,benign
8187,yellowpages.com/lowell-mi/hotels,benign
8188,cdicasup.beget.tech,phishing
8189,justwatchingwithjamesdowling.blogspot.com/,benign
8190,xfinitytv.comcast.net/tv/Keen-Eddie/9592/full-episodes,benign
8191,ville.montreal.qc.ca/pls/portal/url/PAGE/CENTRE_HIST_EN/REP_UTILITAIRES/COM_11,benign
8192,http://spplodz.nazwa.pl/archiwum/2008_01a.php,defacement
8193,http://www.kingsmillshotel.com/dining/baby-shower,defacement
8194,amazon.com/Spectrometric-Identification-Organic-Compounds-Silverstein/dp/0471393622,benign
8195,http://otomoto.pl/oferta/jonsered-110-zx-do-drewna-rotator-hds-do-lasu-ID2bFllc.html,benign
8196,facebook.com/pages/Fly-Sally-Fly-A-True-Story-of-Sallys-Flight-to-Freedom/137100872968786,benign
8197,youtube.com/watch?v=TcS3iKBpC0o,benign
8198,zillow.com/homedetails/511-Battleground-Rd-Chesnee-SC-29323/11767110_zpid/,benign
8199,http://www.karafarin1964.com/index.html,defacement
8200,strangemusicinc.net/product_info.php?products_id=9075,benign
8201,wiki.worldflicks.org/rosemont_-_la_petite-patrie.html,benign
8202,http://bon-dom.com/retseptyi-soleniy/solenie-tomatov,defacement
8203,hullnumber.com/AKA-54,benign
8204,http://9779.info/%E8%8A%B1%E6%9C%B5%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB/,malware
8205,http://www.keve-kiserdo.hu/portal/index.php?option=com_content&view=article&id=500:rendhagyo-enek-ora-2013-0114-kiserd&catid=39:hirek&Itemid=191,defacement
8206,http://depositphotos.com/login.html?url=%2F70116413%2Fstock-photo-art-concept-double-exposure-girl.html,benign
8207,stockdalefuneral.com/Obituaries/Obituary_Prevost_Gary.html,benign
8208,houseofnames.com/crepeau-family-crest,benign
8209,en.wikipedia.org/wiki/John_Sim,benign
8210,new.music.yahoo.com/bootsauce/videos/,benign
8211,whitepages.com/people/jean-pouliot-2,benign
8212,almorale.com/GSBC.html,benign
8213,http://www.speyerseminar.de/cms/index.php?option=com_content&view=article&id=251&Itemid=386,defacement
8214,http://themeforest.net/item/iconiac-flat-blog-magazine-wordpress-theme/full_screen_preview/9646086,benign
8215,http://motthegioi.vn/thu-choi/jaquet-droz-tieng-tich-tac-thoi-gian-vang-vong-3-the-ky-187364.html,benign
8216,http://tinnhanh360.net/ban-sao-son-tung-m-tp-chap-nhan-bi-nem-da-de-co-tien-phu-giup-gia-dinh.html,benign
8217,http://en.qqus.asia/login/en/index.htm,phishing
8218,pipl.com/directory/people/Musa/Kazim,benign
8219,http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,malware
8220,uk.linkedin.com/pub/leslie-roberts/a/47a/987,benign
8221,casbahdecor.com/cat_moroccan_bedding.cfm,benign
8222,connect.in.com/tory-epps/profile-275439.html,benign
8223,thebestchesstables.com/links/grandmasters.html,benign
8224,http://allrecipes.com/Recipe/One-Pan-Orecchiette-Pasta/Detail.aspx?soid=home_pins_2,benign
8225,http://www.sri-lanka-reisen.eu/galerie/6-sri-lanka-hotels/detail/210-gaestehaus-hikkaduwa-samanala-2.html?tmpl=component,defacement
8226,streema.com/radios/CKJF,benign
8227,etsy.com/shop/everydayeros,benign
8228,http://ameblo.jp/summary/keyword/%E3%83%A1%E3%82%AC%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9,benign
8229,http://www.artedesignsas.it/component/tag/ditavonteese.html,defacement
8230,http://www.albondon.org/index.php/documentos/36-documentos/88-datos-del-paro-septiembre-2009-en-albondon?tmpl=component&print=1&layout=default&page=,defacement
8231,archive.org/stream/chronologyofwari02greauoft/chronologyofwari02greauoft_djvu.txt,benign
8232,123people.co.uk/s/michele+rose,benign
8233,cheapflights.com/flights-to-washington-state/boston/,benign
8234,http://www.schoolvoorontwikkeling.nl/wat-doen-we/trainingen/86-enneagram-procesmodel,defacement
8235,http://techcrunch.com/2015/05/13/cisco-drops-a-fraction-after-reporting-better-than-expected-fq3-revenue-of-12-14b/,benign
8236,english.turkcebilgi.com/Australian+Football+League,benign
8237,http://www.sikobv.eu/nl.feed?type=atom,defacement
8238,artistdirect.com/artist/edwin-hawkins/426797,benign
8239,evilontwolegs.com/2009/08/the-most-disturbing-horror-films-ever-made/,benign
8240,http://www.seckmauern.de/index.php?option=com_content&view=article&id=46&Itemid=54,defacement
8241,qyingqapp.com,phishing
8242,cs.unm.edu/~forrest/projects/ndb/,benign
8243,youtube.com/watch?v=C3yJxEyX3Tc,benign
8244,argentinaconference.com/,benign
8245,spinner.com/2011/09/21/pop-montreal-2011-arcade-fire/,benign
8246,valiquette1.tripod.com/valiquettefamilytree/Val/idxv.html,benign
8247,wiki.answers.com/Q/What_is_the_New_Zealand_soccer_team_called,benign
8248,imdb.com/title/tt0086979/,benign
8249,http://www.naylorantiques.com/patrimonio/assistencia-dia-noite/54,phishing
8250,http://www.capella.nl/index.php?fontstyle=f-smaller,defacement
8251,http://olx.ro/i2/moda-frumusete/incaltaminte-dama/ghete-botine/moda-frumusete/incaltaminte-dama/ghete-botine,benign
8252,http://bon-dom.com/bochki-i-zhbanyi-dlya-vina-vodki-i-konyaka/zhban-10l-na-podstavke,defacement
8253,education.yahoo.com/reference/encyclopedia/entry/Verendry,benign
8254,torontomazda3.ca/forum/showthread.php?23014-Ontario-Drivers-Attention-(Highway-Traffic-Act-related),benign
8255,hit2020.com/znamenitosti/,benign
8256,orkainc.org/,benign
8257,mobilewebghana.org/,benign
8258,freemason.com/,benign
8259,absoluteastronomy.com/topics/Theodore_Freeman,benign
8260,http://serverfault.com/questions/445390/some-nodes-in-a-cluster-has-higher-frame-value-in-ifconfig,benign
8261,nbcuniversalstore.com/friday-night-lights-original-soundtrack-cd-volume-2/detail.php?p=260778,benign
8262,http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=92:guarnicoes&catid=43:cardapio&Itemid=109,defacement
8263,topics.cnn.com/topics/san_diego_chargers,benign
8264,http://www.sandroecicero.com.br/index.html,defacement
8265,jigzone.com/puzzles/59055D4C699F?z=5,benign
8266,rottentomatoes.com/celebrity/guy_stockwell/,benign
8267,http://fazenda.gov.br/institucional/galeria-dos-ministros/regencia-do-principe-dom-pedro,benign
8268,legis.state.pa.us/cfdocs/legis/home/member_information/house_bio.cfm?id=1032,benign
8269,familytreemaker.genealogy.com/users/k/i/n/Peter-B-Kingman/index.html,benign
8270,nbcphiladelphia.com/video/,benign
8271,sra2011.org/exploring,benign
8272,muzlolo.org/103/love+for+what+it+is+anita+pointer+mp3.html,benign
8273,comicsalliance.com/2010/03/21/charlie-huston-wolverine/,benign
8274,corporationwiki.com/Pennsylvania/Pittsburgh/mary-birks/52343576.aspx,benign
8275,http://www.plasmatreatment.co.uk/index.php/plasma-technology-overview?tmpl=component&print=1&page=,defacement
8276,ca.linkedin.com/in/ryanscott77,benign
8277,docstoc.com/docs/19733008/EarthjusticE-annual-rEport-2009,benign
8278,http://homeandawayapts.com/links/34-linkspage/7-amousedesign.html,defacement
8279,filmguide.wikia.com/wiki/Kyle_MacLachlan,benign
8280,http://hsv-deswalm.nl/index.php?option=com_agora&task=search&Itemid=62&lang=nl,defacement
8281,http://www.colegiovalledelmiro.es/es/fs,defacement
8282,torrentreactor.net/torrents/4152531/The-One-Show-Lionel-Blair-%2809-June-2009%29-PDTV-%28XviD%29,benign
8283,manta.com/c/mm3ppj8/stan-bowman-construction-llc,benign
8284,http://skelbiucia.lt/transportas/paslaugos/sniego-valymas-kaune-865641801-57,defacement
8285,http://www.118bm.com/images/?http://us.battle.net/login/en/?ref=http%3A%2F%2Fbmtlzkhus.battle.net%2Fd3%2Fen%2Findex&amp;app=com-d3,phishing
8286,flixster.com/actor/mira-sorvino,benign
8287,genealogia.ga,phishing
8288,inurbane-poisons.000webhostapp.com,phishing
8289,twitter.com/biancabeauchamp,benign
8290,morelaw.com/cities/states.asp,benign
8291,http://theplumbingdoctor.net/electric-water-heaters/dux-electric-water-heaters.html,defacement
8292,youtube.com/watch?v=gdkxv3ijuY0,benign
8293,en.wikipedia.org/wiki/Wokai,benign
8294,http://myhealthbrand.com/index.php?option=com_k2&view=itemlist&layout=user&id=62&task=user&Itemid=99&lang=bg,defacement
8295,http://mueblescomuneros.com/recepcion/7-recepcion/detail/38-informa005.html?tmpl=component,defacement
8296,http://www.fitnessequipmentworldok.com/strength?page=shop.product_details&flypage=flypage.tpl&category_id=8&product_id=59,defacement
8297,visualcomplexity.com/vc/blog/?author=1,benign
8298,riversidesheriff.org/coroner/statistics.asp,benign
8299,pascalebussieres.nudenakedcelebrities.com/,benign
8300,http://variety.com/2015/tv/news/constantine-arrow-season-4-crossover-possibility-1201492462/?replytocom=1297969,benign
8301,sciencefictiontheatrecompany.com/,benign
8302,electronichouse.com/article/acoustic_research_shows_off_wireless_51_speaker_package/C27,benign
8303,monarchsofas.com/,benign
8304,atsdatabase.com/Stats/NFL/Minnesota-Vikings-Football-Past-Results.html,benign
8305,tripcheck.com/Pages/RCMap.asp?curRegion=4&mainNav=RoadConditions,benign
8306,http://pastehtml.com/view/bc4xrw7ye.html,phishing
8307,http://emigrationrusse.com/index.php?option=com_content&view=article&id=1246&Itemid=696&lang=fr&limitstart=10,defacement
8308,newswire.ca/en/story/672645/argex-mining-files-43-101-technical-report-on-the-mouchalagane-lac-brule-and-la-blache-properties,benign
8309,http://aciai.com.br/index.php?option=com_content&view=article&id=29&Itemid=35&fontstyle=f-smaller,defacement
8310,spiderbites.nytimes.com/filmography/m/00064.html,benign
8311,http://www.zoo-bendick.de/x.txt,defacement
8312,ovguide.com/movies_tv/che.htm,benign
8313,http://elitedaily.com/entertainment/celebrity/harrison-ford-reportedly-injured-in-single-plane-crash/957793/,benign
8314,frenchies-diner.com/home/,benign
8315,youtube.com/watch?v=4-l0o3tOXw0,benign
8316,yellowpages.com/burbank-ca/mip/ameriflight-8864731,benign
8317,http://evra-international-inc.com/index.php?option=com_content&view=article&id=8&Itemid=2,defacement
8318,yuishin-kan.com,phishing
8319,trueknowledge.com/q/facts_about__john_coffee_hays,benign
8320,southportfcstats.co.uk/,benign
8321,federalreserve.gov/aboutthefed/bios/board/bernanke.htm,benign
8322,trada247.net,phishing
8323,christinaricci.ws/,benign
8324,allbusiness.com/services/religious-grantmaking-civic-professional/817517-1.html,benign
8325,forum.letssingit.com/topic/130838/gwen-stefani-cool/1,benign
8326,http://www.enola.gr/sejeal.jpg,defacement
8327,ed.gov/news/media-advisories/secretary-duncan-walk-school-tuesday-dc-mayor-fenty-chancellor-rhee-administra,benign
8328,http://bon-dom.com/poleznyie-suveniryi,defacement
8329,http://www.reyderocha.com.co/index.php?option=com_content&view=article&id=159:rey-de-rocha-volumen-39&catid=17:volumenes&Itemid=41,defacement
8330,en.wikipedia.org/wiki/Mexico_city,benign
8331,classmates.com/directory/school/College%20Ste.%20Marie?org=16617471,benign
8332,islandregister.com/macdonalddiary.html,benign
8333,salmankhannewz.blogspot.com/,benign
8334,gw5.montefiore.org/,benign
8335,myspace.com/eddiedevilboyturner,benign
8336,http://notiamazonia.com/index.php?view=article&catid=1:latest-news&id=1732:coronel-patricio-fuentes-es-nuevo-comandante-de-policia&tmpl=component&print=1&layout=default&page=,defacement
8337,music.yahoo.com/maruta/,benign
8338,pipl.com/directory/people/Dean/Snowden,benign
8339,http://www.laconstanciaagro.com.ar/index.html,defacement
8340,http://wangqiao365.com/e/wap/show.php?classid=1&id=14&style=0&cpage=0&cid=1&bclassid=0,malware
8341,starwish.ae,phishing
8342,pioneernursing.com/,benign
8343,wikimusicguide.com/David_Benoit,benign
8344,allstarpics.net/pic-gallery/mark-anthony-fernandez-pics.htm,benign
8345,realtor.com/property-search/Castro-Valley_CA/Lake-Chabot-Rd,benign
8346,fairparkhighschool.org/,benign
8347,http://www.tandemimmobilier.fr/index.php?option=com_contact&view=contact&id=1&Itemid=3,defacement
8348,villagevoice.com/related/to/Leo+Kremer/,benign
8349,http://www.brunnentalhof.com/index.php?option=com_phocagallery&view=detail&catid=3:der-garten&id=6:phocathumbl112&Itemid=91&lang=de,defacement
8350,impawards.com/1954/them.html,benign
8351,http://bigcinema.tv/series/kak-nazvat-etu-lyubov-russkaya-ozvuchka-iss-pyaar-ko-kya-naam-doon.html,benign
8352,abilitycorpsolutions.com,phishing
8353,bestforfilm.com/film-reviews/drama/gainsbourg-vie-heroique/,benign
8354,http://loukilrenard.com/actualites/7-droit-du-travail/100-harcelement-moral,defacement
8355,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%B8%8D%E7%BB%87%E5%B8%83%E7%B2%98%E8%B4%B4%E7%94%BB/,malware
8356,pipl.com/directory/name/Gladu,benign
8357,http://indianexpress.com/article/good-news/watch-video-choose-beautiful-video-gives-new-doorway-to-beauty/,benign
8358,freecourtdockets.com/DocketSummaries/Vernor_v_Autodesk_Inc_2_07_cv_01189_Washington_Federal_District_Docket_Case_Summary_83875.htm,benign
8359,music.aol.com/artist/downthesun/1499087,benign
8360,http://www.knittedknots.com/index.php?option=com_virtuemart&page=shop.browse&category_id=14&Itemid=4,defacement
8361,live.psu.edu/story/6947,benign
8362,http://plarium.com/it/giochi-di-strategia/total-domination/notizie/operazione-pietra-tombale/,benign
8363,menuism.com/restaurants/elio-pizzeria-montreal-113404,benign
8364,bujhansiresult.net,phishing
8365,http://drogheriapreti.com/solventi-e-diluenti.html?tmpl=component&print=1&page=,defacement
8366,http://www.imagepluslasvegas.com/radiesse.php,defacement
8367,d-willis.livejournal.com/,benign
8368,http://www.ikenmijnkunst.nl/index.php/component/content/article/1-exposities/30-kunstenaarscollectief-breskens-2011,defacement
8369,boxrec.com/list_bouts.php?human_id=9042&cat=boxer,benign
8370,canadianliquidation.com/index.php?cPath=2_62,benign
8371,youtube.com/watch?v=A5hijPQTZZ0,benign
8372,facebook.com/people/Bernard-Patry/821832304,benign
8373,registry.weddingchannel.com/coupledir/20108/M/R315583656/ELLEN_MURRAY_AND_DREW_STOCKSTILL.htm,benign
8374,sports.yahoo.com/mlb/players/6983,benign
8375,notification.290867502.update.wellsfargo.com.frem.com,phishing
8376,friendseat.com/restaurants/Fresno/Cafe-Rousseau,benign
8377,mikestrashblog.blogspot.com/,benign
8378,http://www.thetunes.nl/music,defacement
8379,en.wikipedia.org/wiki/Henry_Brant,benign
8380,centrebelltickets.com/,benign
8381,online.citi.com.us.jps.portal.index.do.promo.idspbl.cleaningrange.com.au,phishing
8382,http://goldenheart.com.mx/compra-de-oro/index.php?option=com_content&view=article&id=93&Itemid=224,defacement
8383,en.wikipedia.org/wiki/John_Coffee_Hays,benign
8384,howanisian.com,phishing
8385,historyorb.com/events/date/1952,benign
8386,lostintranslationdc.blogspot.com/,benign
8387,http://www.fzg-eu.de/index.php?option=com_impressum&view=impressum&Itemid=55,defacement
8388,liveracingonline.blogspot.com/2011/06/watch-grand-prix-canadian-formula-1.html,benign
8389,2bcuttinghorses.com/broodmares.html,benign
8390,newsworks.org/index.php?option=com_flexicontent&amp;view=items&amp;id=17666:new-jersey-legislators-defend-urban-enterprise-zones,benign
8391,wn.com/Fred_West,benign
8392,thehawkeye.com/story/IWC-Division-III-120309,benign
8393,mylife.com/kassandraneilson,benign
8394,genforum.genealogy.com/trudell/,benign
8395,fife-scotland.blogspot.com/2007_08_01_archive.html,benign
8396,canadianbusiness.com/article/26496--the-french-connection,benign
8397,collegeinjuryreport.com/cbb/2008-week1-injury-report.php,benign
8398,hockeydraftcentral.com/1970/70049.html,benign
8399,https://quizlet.com/sign-up?redir=https%3A%2F%2Fquizlet.com%2Fsign-up%3Fredir%3Dhttps%253A%252F%252Fquizlet.com%252Fcreate-set%252Fnew,benign
8400,http://www.twoshot.it/wp-content/plugins/cached_data/k1.exe,malware
8401,hangarcenter.com.br,phishing
8402,http://zimmermannmedia.com/index.php?option=com_content&view=article&id=69:new-thalys&catid=35:corporate&Itemid=57,defacement
8403,encyclopediaofarkansas.net/encyclopedia/item-detail.aspx?type=Time+Period&item=Early+Twentieth+Century+(1901+-+1940),benign
8404,http://www.tpsofficefurniture.co.uk/cafe-furniture/cafe-tables,defacement
8405,http://www.masrealestate.it/index.php?view=article&id=2:cosa-facciamo&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=3&lang=it,defacement
8406,en.wikipedia.org/wiki/Larry_Davis,benign
8407,gazette.gc.ca/archives/p1/1999/1999-12-04/html/commis-eng.html,benign
8408,denniskeith.com/,benign
8409,cif-bc.com/scholarship.html,benign
8410,http://kreuzleger.net/de/produkte/buchbinderei/rs-10s--12s.html,defacement
8411,http://www.sgeo.net/index.php?option=com_docman&task=cat_view&gid=7&limit=10&limitstart=0&order=date&dir=ASC&Itemid=12,defacement
8412,ticketamerica.com/big_ten_mens_basketball_tournament_tickets.html,benign
8413,imdb.com/title/tt0112230/episodes,benign
8414,wn.com/Corey_Hart_Julie_Masse,benign
8415,"http://www.nordseemiete.de/nordfriesland/18-nordfriesland/1395-moderne-a-gemuetliche-fewo-500-m-zum-deich-mit-h.html?lang=de_DE.UTF-8,+de_CH.U",defacement
8416,myspace.com/grandescalante,benign
8417,kugli.com/Sell_Buy/country/United_States-US/search/camu_camu/,benign
8418,http://www.ciifen-int.org/index.html,defacement
8419,duckduckgo.com/1/c/Canadian_rock_guitarists,benign
8420,cluas.com/music/albums/wolf-parade-apologies-queen-mary.htm,benign
8421,en.wikipedia.org/wiki/Fort_Griffin_Fandangle,benign
8422,en.wikipedia.org/wiki/Category:Toronto_Argonauts_coaches,benign
8423,travel.nytimes.com/travel/guides/central-and-south-america/argentina/buenos-aires/45885/espanol-andando/attraction-detail.html,benign
8424,corkrunning.blogspot.com/,benign
8425,shopping.com/Portraits_of_America_by_William_Albert_Allard/info,benign
8426,punknews.org/review/8299,benign
8427,indiewire.com/article/focus_features_launches_vod-only_division_focus_world,benign
